title;published_at;views;url;DATA REAL;PERIODO;tipo_conteudo;tempo_video;temporada;momento
“vocês não estão fazendo NADA certo”??| LEAGUE VLOG - EP12;2025-05-23 21:00:07+00:00;33110;https://www.youtube.com/watch?v=G5Fo5LlK4QU;23/05/2025;2º SPLIT - Pós;serie_vlog;19:13;2º SPLIT; Pós
os 3 melhores imports da liga são paiN Gaming #leagueoflegends #paingaming;2025-05-26 19:15:57+00:00;18163;https://www.youtube.com/watch?v=uJnN7PJj29o;26/05/2025;FORA DO PERÍODO;shorts;00:21;FORA DO ;RÍODO
vinho pros cuzans ??#leagueoflegends #leagueoflegendsmemes #lolmemes #paingaming #loud #cblol;2025-05-26 15:03:11+00:00;23574;https://www.youtube.com/watch?v=_UnVx03JRqY;26/05/2025;FORA DO PERÍODO;shorts;00:11;FORA DO ;RÍODO
PAIN x LOUD - PLAYOFFS LTA SUL 2º SPLIT | POR DENTRO DO GAME by JBL QUANTUM ??;2025-05-27 15:05:47+00:00;39380;https://www.youtube.com/watch?v=F8KnfvTCbpA;27/05/2025;FORA DO PERÍODO;na_escuta;12:53;FORA DO ;RÍODO
niiice Roamer;2025-05-29 23:00:30+00:00;11256;https://www.youtube.com/watch?v=QUlXkceR-tY;29/05/2025;FORA DO PERÍODO;shorts;00:35;FORA DO ;RÍODO
não dá GG ou dá GG?;2025-05-29 21:00:44+00:00;15394;https://www.youtube.com/watch?v=0gjwSF1F2Vg;29/05/2025;FORA DO PERÍODO;shorts;00:33;FORA DO ;RÍODO
somos MUITO favoritos ao título? ?? | PAIN RESPONDE - EP12;2025-05-29 14:59:07+00:00;42511;https://www.youtube.com/watch?v=xvBKRBByY0A;29/05/2025;FORA DO PERÍODO;interativo;13:21;FORA DO ;RÍODO
1x2 do TitaN de Ashe #leagueoflegends #lol #paingaming #titan;2025-05-30 22:01:11+00:00;13895;https://www.youtube.com/watch?v=y_-ww5ZISYQ;30/05/2025;FORA DO PERÍODO;shorts;00:23;FORA DO ;RÍODO
“então esse é o nosso limite?”  | LEAGUE VLOG - EP13;2025-05-30 20:59:08+00:00;35761;https://www.youtube.com/watch?v=1NZjL_jvWoE;30/05/2025;FORA DO PERÍODO;serie_vlog;23:38;FORA DO ;RÍODO
não era 3-0 fácil? ELIMINADA #paingaming #loud #ltasul #cblol;2025-05-31 19:28:23+00:00;69566;https://www.youtube.com/watch?v=rktlU4n-uKM;31/05/2025;FORA DO PERÍODO;shorts;00:11;FORA DO ;RÍODO
DÁ GG WIZER ?? eu já quero o #PorDentroDoGame da JBL do próximo final de semana #leagueoflegends;2025-05-31 15:26:02+00:00;96960;https://www.youtube.com/watch?v=Fn5X9J0OfPk;31/05/2025;FORA DO PERÍODO;shorts;00:24;FORA DO ;RÍODO
alguém tinha que pagar           #leagueoflegendsmemes #lolmemes #loud #redcanids #paingaming #cblol;2025-06-02 13:27:43+00:00;50996;https://www.youtube.com/watch?v=HveNOXypG6Y;02/06/2025;FORA DO PERÍODO;shorts;00:09;FORA DO ;RÍODO
caiu no drake é penta. #leagueoflegends #GOpaiN;2025-06-03 21:06:03+00:00;24417;https://www.youtube.com/watch?v=nPvGBibrf48;03/06/2025;FORA DO PERÍODO;shorts;00:40;FORA DO ;RÍODO
inovação? A Caju tanka ?? SEJA BEM-VINDA PAIN CAJU! NOVA DIRETORA DE INOVAÇÃO! #GOpaiN;2025-06-04 21:01:19+00:00;12951;https://www.youtube.com/watch?v=6iy7bvITinU;04/06/2025;FORA DO PERÍODO;shorts;00:37;FORA DO ;RÍODO
a ilha da sucata é GOD ??#leagueoflegends #lol #leagueoflegendsmemes #lolmemes #paingaming #jukes;2025-06-04 15:27:40+00:00;28557;https://www.youtube.com/watch?v=oRe55-Snq3o;04/06/2025;FORA DO PERÍODO;shorts;00:39;FORA DO ;RÍODO
farpando os times da LTA?  | PAIN RESPONDE - EP13;2025-06-05 14:59:01+00:00;32971;https://www.youtube.com/watch?v=0roqBLUCEzo;05/06/2025;FORA DO PERÍODO;interativo;12:41;FORA DO ;RÍODO
Gragas diff #leagueoflegends #leagueoflegendsmemes #lol #lolmemes;2025-06-06 17:48:14+00:00;11181;https://www.youtube.com/watch?v=xeC1T2ne2k4;06/06/2025;FORA DO PERÍODO;shorts;00:11;FORA DO ;RÍODO
bem-vinda a Ilha dos Resenhudos, keyd #leagueoflegends #cblol #ltasul;2025-06-07 18:56:52+00:00;24379;https://www.youtube.com/watch?v=NacuMYNJob4;07/06/2025;FORA DO PERÍODO;shorts;00:16;FORA DO ;RÍODO
